5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Lane 4 Flow (Veh/5 Minutes),Lane 4 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
10/5/2021 0:00,8,70.60,34,66.90,33,63.80,18,59.90,93,64.80,4,0.00
10/5/2021 0:05,8,70.00,25,66.20,23,63.20,11,59.40,67,64.50,4,0.00
10/5/2021 0:10,14,69.70,26,65.90,26,62.90,14,59.10,80,64.40,4,0.00
10/5/2021 0:15,7,69.70,16,65.90,18,62.90,8,59.10,49,64.20,4,0.00
10/5/2021 0:20,9,69.30,19,65.50,21,62.50,15,58.70,64,63.50,4,0.00
10/5/2021 0:25,10,69.50,13,65.70,16,62.70,6,58.90,45,64.60,4,0.00
10/5/2021 0:30,7,70.10,21,66.40,22,63.30,11,59.50,61,64.40,4,0.00
10/5/2021 0:35,10,69.30,26,65.50,26,62.50,14,58.70,76,63.70,4,0.00
10/5/2021 0:40,8,69.20,19,65.40,21,62.40,10,58.60,58,63.70,4,0.00
10/5/2021 0:45,7,70.00,10,66.20,14,63.20,4,59.40,35,65.00,4,0.00
10/5/2021 0:50,5,70.50,14,66.80,17,63.70,6,59.80,42,65.00,4,0.00
10/5/2021 0:55,1,70.50,14,66.80,17,63.70,20,61.70,52,63.90,4,0.00
10/5/2021 1:00,4,70.60,12,66.90,13,63.80,3,59.90,32,65.50,4,0.00
10/5/2021 1:05,4,69.70,18,65.90,20,62.90,9,59.10,51,63.80,4,0.00
10/5/2021 1:10,8,70.30,10,66.60,14,63.50,4,59.70,36,65.40,4,0.00
10/5/2021 1:15,6,70.60,14,66.90,17,63.80,6,59.90,43,65.20,4,0.00
10/5/2021 1:20,4,70.80,17,67.10,19,64.00,8,60.10,48,65.00,4,0.00
10/5/2021 1:25,3,70.60,16,66.90,18,63.80,12,59.90,49,64.30,4,0.00
10/5/2021 1:30,4,70.80,16,67.10,18,64.00,8,60.10,46,65.00,4,0.00
10/5/2021 1:35,3,70.80,11,67.10,14,64.00,17,61.80,45,64.40,4,0.00
10/5/2021 1:40,4,70.20,21,66.50,21,63.40,9,59.60,55,64.40,4,0.00
